Time,Seconds,Minutes,Days,,Bin 2,Bin 3,Bin 4,Bin 2,Bin 3,Bin 4,Bin 2,Bin 3,Bin 4
1468800,6.29375371969885E+017,,,,3.64894980430805E+017,9.4689247988723E+016,899332497081836,,,,,,
1468800,,,1.75004351541236E+017,,,,,,,,6.52203911213336E+016,2.21554662240363E+015,74577559631.401
1470000,,6.26907343364096E+017,,,,,,3.63425520683482E+017,9.40700971714248E+016,898809278964579,,,
1470528,6.29453546427008E+017,,,,3.64942559555201E+017,9.46909746710449E+016,899332497081836,,,,,,
1471680,,6.26983278590082E+017,,,,,,3.63471741934363E+017,9.40717745763587E+016,898809278964579,,,
1472256,6.29531625718546E+017,,,,3.64990087760071E+017,9.46926995066763E+016,899332497081836,,,,,,
1473360,,6.27059123957585E+017,,,,,,3.63517915088576E+017,9.40734502369781E+016,898809278964579,,,
1473984,6.29609609982343E+017,,,,3.65037565094467E+017,9.46944224973961E+016,899332497081836,,,,,,
1475040,,6.27134879593137E+017,,,,,,3.63564040191198E+017,9.40751241549178E+016,898809278964579,,,
1475712,6.29687499356022E+017,,,,3.65084991607443E+017,9.4696143644983E+016,899332497081836,,,,,,
1476720,,6.27210545623072E+017,,,,,,3.63610117287305E+017,9.40767963318122E+016,898809278964579,,,
1477440,6.29765293976987E+017,,,,3.65132367348048E+017,9.46978629512157E+016,899332497081836,,,,,,
1478400,,6.27286122173527E+017,,,,,,3.63656146421969E+017,9.4078466769296E+016,898809278964579,,,
1479168,6.29842993982422E+017,,,,3.65179692365328E+017,9.46995804178729E+016,899332497081836,,,,,,
1480080,,6.27361609370444E+017,,,,,,3.63702127640261E+017,9.40801354690034E+016,898809278964579,,,
1480896,6.29920599509295E+017,,,,3.65226966708327E+017,9.47012960467331E+016,899332497081836,,,,,,
1481760,,6.27437007339571E+017,,,,,,3.6374806098725E+017,9.40818024325689E+016,898809278964579,,,
1482624,6.2999811069435E+017,,,,3.65274190426087E+017,9.47030098395746E+016,899332497081836,,,,,,
1483440,,6.27512316206459E+017,,,,,,3.63793946507998E+017,9.40834676616265E+016,898809278964579,,,
1484352,6.30075527674118E+017,,,,3.65321363567643E+017,9.47047217981757E+016,899332497081836,,,,,,
1485120,,6.27587536096465E+017,,,,,,3.63839784247567E+017,9.40851311578105E+016,898809278964579,,,
1486080,6.30152850584908E+017,,,,3.65368486182028E+017,9.47064319243145E+016,899332497081836,,,,,,
1486800,,6.27662667134751E+017,,,,,,3.63885574251013E+017,9.40867929227547E+016,898809278964579,,,
1487808,6.30230079562813E+017,,,,3.6541555831827E+017,9.4708140219769E+016,899332497081836,,,,,,
1488480,,6.27737709446283E+017,,,,,,3.6393131656339E+017,9.40884529580929E+016,898809278964579,,,
1489536,6.30307214743708E+017,,,,3.65462580025391E+017,9.47098466863168E+016,899332497081836,,,,,,
1490160,,6.27812663155835E+017,,,,,,3.63977011229743E+017,9.40901112654587E+016,898809278964579,,,
1491264,6.30384256263251E+017,,,,3.65509551352409E+017,9.47115513257357E+016,899332497081836,,,,,,
1491840,,6.27887528387985E+017,,,,,,3.64022658295118E+017,9.40917678464856E+016,898809278964579,,,
1492992,6.30461204256881E+017,,,,3.65556472348336E+017,9.47132541398028E+016,899332497081836,,,,,,
1493520,,6.2796230526712E+017,,,,,,3.64068257804549E+017,9.40934227028067E+016,898809278964579,,,
1494720,6.30538058859825E+017,,,,3.65603343062176E+017,9.47149551302953E+016,899332497081836,,,,,,
1495200,,6.28036993917429E+017,,,,,,3.64113809803071E+017,9.40950758360551E+016,898809278964579,,,
1496448,6.30614820207087E+017,,,,3.65650163542929E+017,9.47166542989902E+016,899332497081836,,,,,,
1496880,,6.28111594462912E+017,,,,,,3.64159314335707E+017,9.40967272478636E+016,898809278964579,,,
1498176,6.30691488433461E+017,,,,3.65696933839587E+017,9.47183516476641E+016,899332497081836,,,,,,
1498560,,6.28186107027374E+017,,,,,,3.64204771447479E+017,9.40983769398649E+016,898809278964579,,,
1499904,6.3076806367352E+017,,,,3.65743654001133E+017,9.47200471780934E+016,899332497081836,,,,,,
1500240,,6.28260531734427E+017,,,,,,3.64250181183397E+017,9.41000249136912E+016,898809278964579,,,
1501632,6.30844546061625E+017,,,,3.65790324076544E+017,9.47217408920542E+016,899332497081836,,,,,,
1501920,,6.28334868707491E+017,,,,,,3.64295543588469E+017,9.41016711709747E+016,898809278964579,,,
1503360,6.30920935731922E+017,,,,3.65836944114791E+017,9.47234327913223E+016,899332497081836,,,,,,
1503600,,6.28409118069793E+017,,,,,,3.64340858707693E+017,9.41033157133473E+016,898809278964579,,,
1505088,6.30997232818337E+017,,,,3.65883514164831E+017,9.47251228776731E+016,899332497081836,,,,,,
1505280,,6.28483279944368E+017,,,,,,3.6438612658606E+017,9.41049585424404E+016,898809278964579,,,
1506816,6.31073437454587E+017,,,,3.65930034275619E+017,9.47268111528821E+016,899332497081836,,,,,,
1506960,,6.2855735445406E+017,,,,,,3.64431347268552E+017,9.41065996598854E+016,898809278964579,,,
1508544,6.31149549774169E+017,,,,3.65976504496094E+017,9.47284976187239E+016,899332497081836,,,,,,
1508640,,6.28631341721521E+017,,,,,,3.64476520800146E+017,9.41082390673133E+016,898809278964579,,,
1510272,6.31225569910371E+017,,,,3.66022924875192E+017,9.47301822769732E+016,899332497081836,,,,,,
1510320,,6.28705241869211E+017,,,,,,3.64521647225806E+017,9.41098767663548E+016,898809278964579,,,
1512000,6.31301497996264E+017,,,,3.66069295461834E+017,9.47318651294041E+016,899332497081836,,,,,,
1512000,,6.287790550194E+017,,,,,,3.64566726590492E+017,9.41115127586402E+016,898809278964579,,,
1513680,,6.28852781294166E+017,,,,,,3.6461175893915E+017,9.41131470457996E+016,898809278964579,,,
1513728,6.31377334164705E+017,,,,3.66115616304934E+017,9.47335461777904E+016,899332497081836,,,,,,
1515360,,6.28926420815397E+017,,,,,,3.6465674431672E+017,9.41147796294627E+016,898809278964579,,,
1515456,6.31453078548341E+017,,,,3.66161887453395E+017,9.47352254239055E+016,899332497081836,,,,,,
1517040,,6.2899997370479E+017,,,,,,3.64701682768132E+017,9.41164105112588E+016,898809278964579,,,
1517184,6.31528731279602E+017,,,,3.66208108956107E+017,9.47369028695225E+016,899332497081836,,,,,,
1518720,,6.29073440083854E+017,,,,,,3.64746574338305E+017,9.41180396928168E+016,898809278964579,,,
1518912,6.31604292490706E+017,,,,3.6625428086195E+017,9.47385785164141E+016,899332497081836,,,,,,
1520400,,6.29146820073905E+017,,,,,,3.64791419072146E+017,9.41196671757656E+016,898809278964579,,,
1520640,6.31679762313662E+017,,,,3.66300403219795E+017,9.47402523663525E+016,899332497081836,,,,,,
1522080,,6.29220113796071E+017,,,,,,3.64836217014557E+017,9.41212929617331E+016,898809278964579,,,
1522368,6.31755140880262E+017,,,,3.66346476078497E+017,9.47419244211093E+016,899332497081836,,,,,,
1523760,,6.29293321371291E+017,,,,,,3.64880968210423E+017,9.41229170523475E+016,898809278964579,,,
1524096,6.31830428322088E+017,,,,3.66392499486903E+017,9.47435946824561E+016,899332497081836,,,,,,
1525440,,6.29366442920315E+017,,,,,,3.6492567270462E+017,9.41245394492359E+016,898809278964579,,,
1525824,6.31905624770512E+017,,,,3.66438473493843E+017,9.47452631521637E+016,899332497081836,,,,,,
1527120,,6.29439478563701E+017,,,,,,3.64970330542015E+017,9.41261601540255E+016,898809278964579,,,
1527552,6.31980730356692E+017,,,,3.66484398148137E+017,9.47469298320025E+016,899332497081836,,,,,,
1528800,,6.29512428421824E+017,,,,,,3.65014941767461E+017,9.41277791683429E+016,898809278964579,,,
1529280,6.32055745211576E+017,,,,3.66530273498592E+017,9.47485947237425E+016,899332497081836,,,,,,
1530480,,6.29585292614865E+017,,,,,,3.65059506425798E+017,9.41293964938144E+016,898809278964579,,,
1531008,6.32130669465902E+017,,,,3.66576099594001E+017,9.47502578291532E+016,899332497081836,,,,,,
1532160,,6.2965807126282E+017,,,,,,3.65104024561856E+017,9.41310121320655E+016,898809278964579,,,
1532736,6.32205503250196E+017,,,,3.66621876483142E+017,9.47519191500036E+016,899332497081836,,,,,,
1533840,,6.29730764485497E+017,,,,,,3.65148496220452E+017,9.41326260847215E+016,898809278964579,,,
1534464,6.32280246694774E+017,,,,3.66667604214782E+017,9.47535786880621E+016,899332497081836,,,,,,
1535520,,6.29803372402515E+017,,,,,,3.65192921446389E+017,9.41342383534074E+016,898809278964579,,,
1536192,6.32354899929743E+017,,,,3.66713282837669E+017,9.47552364450967E+016,899332497081836,,,,,,
1537200,,6.29875895133306E+017,,,,,,3.65237300284458E+017,9.41358489397475E+016,898809278964579,,,
1537920,6.32429463084999E+017,,,,3.66758912400541E+017,9.47568924228748E+016,899332497081836,,,,,,
1538880,,6.29948332797117E+017,,,,,,3.65281632779437E+017,9.41374578453656E+016,898809278964579,,,
1539648,6.32503936290231E+017,,,,3.66804492952118E+017,9.47585466231633E+016,899332497081836,,,,,,
1540560,,6.30020685513004E+017,,,,,,3.6532591897609E+017,9.41390650718851E+016,898809278964579,,,
1541376,6.32578319674918E+017,,,,3.66850024541107E+017,9.47601990477286E+016,899332497081836,,,,,,
1542240,,6.30092953399841E+017,,,,,,3.65370158919167E+017,9.41406706209289E+016,898809278964579,,,
1543104,6.32652613368327E+017,,,,3.66895507216197E+017,9.47618496983363E+016,899332497081836,,,,,,
1543920,,6.30165136576311E+017,,,,,,3.65414352653403E+017,9.41422744941193E+016,898809278964579,,,
1544832,6.3272681749952E+017,,,,3.66940941026062E+017,9.47634985767518E+016,899332497081836,,,,,,
1545600,,6.30237235160914E+017,,,,,,3.65458500223522E+017,9.41438766930783E+016,898809278964579,,,
1546560,6.3280093219735E+017,,,,3.66986326019361E+017,9.47651456847395E+016,899332497081836,,,,,,
1547280,,6.30309249271964E+017,,,,,,3.65502601674229E+017,9.41454772194271E+016,898809278964579,,,
1548288,6.32874957590463E+017,,,,3.67031662244736E+017,9.47667910240636E+016,899332497081836,,,,,,
1548960,,6.30381179027588E+017,,,,,,3.65546657050218E+017,9.41470760747865E+016,898809278964579,,,
1550016,6.32948893807294E+017,,,,3.67076949750811E+017,9.47684345964873E+016,899332497081836,,,,,,
1550640,,6.30453024545727E+017,,,,,,3.65590666396166E+017,9.41486732607769E+016,898809278964579,,,
1551744,6.33022740976074E+017,,,,3.67122188586195E+017,9.47700764037737E+016,899332497081836,,,,,,
1552320,,6.3052478594414E+017,,,,,,3.65634629756735E+017,9.41502687790178E+016,898809278964579,,,
1553472,6.33096499224827E+017,,,,3.67167378799478E+017,9.47717164476847E+016,899332497081836,,,,,,
1554000,,6.30596463340398E+017,,,,,,3.65678547176572E+017,9.41518626311285E+016,898809278964579,,,
1555200,6.33170168681368E+017,,,,3.67212520439234E+017,9.47733547299819E+016,899332497081836,,,,,,
1555200,,,1.7847170697287E+017,,,,,,,,6.73579613302181E+016,2293126406706995,74577559631.401
1555680,,6.30668056851888E+017,,,,,,3.65722418700307E+017,9.41534548187275E+016,898809278964579,,,
1556928,6.33243749473307E+017,,,,3.67257613554018E+017,9.47749912524263E+016,899332497081836,,,,,,
1557360,,6.30739566595815E+017,,,,,,3.65766244372555E+017,9.41550453434327E+016,898809278964579,,,
1558656,6.33317241728046E+017,,,,3.67302658192367E+017,9.47766260167781E+016,899332497081836,,,,,,
1559040,,6.30810992689196E+017,,,,,,3.65810024237915E+017,9.41566342068617E+016,898809278964579,,,
1560384,6.33390645572784E+017,,,,3.67347654402801E+017,9.47782590247968E+016,899332497081836,,,,,,
1560720,,6.30882335248867E+017,,,,,,3.6585375834097E+017,9.41582214106311E+016,898809278964579,,,
1562112,6.33463961134513E+017,,,,3.67392602233819E+017,9.47798902782414E+016,899332497081836,,,,,,
1562400,,6.3095359439148E+017,,,,,,3.65897446726283E+017,9.41598069563572E+016,898809278964579,,,
1563840,6.33537188540018E+017,,,,3.67437501733904E+017,9.47815197788701E+016,899332497081836,,,,,,
1564080,,6.31024770233502E+017,,,,,,3.65941089438405E+017,9.41613908456556E+016,898809278964579,,,
1565568,6.33610327915883E+017,,,,3.67482352951518E+017,9.47831475284404E+016,899332497081836,,,,,,
1565760,,6.31095862891218E+017,,,,,,3.65984686521867E+017,9.41629730801412E+016,898809278964579,,,
1567296,6.33683379388482E+017,,,,3.67527155935103E+017,9.47847735287091E+016,899332497081836,,,,,,
1567440,,6.31166872480731E+017,,,,,,3.66028238021182E+017,9.41645536614284E+016,898809278964579,,,
1569024,6.3375634308399E+017,,,,3.67571910733084E+017,9.47863977814324E+016,899332497081836,,,,,,
1569120,,6.3123779911796E+017,,,,,,3.66071743980847E+017,9.41661325911309E+016,898809278964579,,,
1570752,6.33829219128373E+017,,,,3.67616617393864E+017,9.47880202883656E+016,899332497081836,,,,,,
1570800,,6.31308642918642E+017,,,,,,3.66115204445341E+017,9.41677098708617E+016,898809278964579,,,
1572480,6.33902007647396E+017,,,,3.67661275965826E+017,9.47896410512634E+016,899332497081836,,,,,,
1572480,,6.31379403998332E+017,,,,,,3.66158619459124E+017,9.41692855022333E+016,898809278964579,,,
1574160,,6.31450082472403E+017,,,,,,3.66201989066639E+017,9.41708594868573E+016,898809278964579,,,
1574208,6.3397470876662E+017,,,,3.67705886497332E+017,9.47912600718798E+016,899332497081836,,,,,,
1575840,,6.31520678456047E+017,,,,,,3.6624531331231E+017,9.4172431826345E+016,898809278964579,,,
1575936,6.34047322611402E+017,,,,3.67750449036727E+017,9.47928773519679E+016,899332497081836,,,,,,
1577520,,6.31591192064273E+017,,,,,,3.66288592240543E+017,9.41740025223067E+016,898809278964579,,,
1577664,6.34119849306897E+017,,,,3.67794963632331E+017,9.47944928932802E+016,899332497081836,,,,,,
1579200,,6.31661623411912E+017,,,,,,3.66331825895723E+017,9.41755715763521E+016,898809278964579,,,
1579392,6.34192288978056E+017,,,,3.67839430332444E+017,9.47961066975683E+016,899332497081836,,,,,,
1580880,,6.31731972613611E+017,,,,,,3.66375014322219E+017,9.41771389900902E+016,898809278964579,,,
1581120,6.34264641749629E+017,,,,3.67883849185346E+017,9.47977187665832E+016,899332497081836,,,,,,
1582560,,6.31802239783837E+017,,,,,,3.66418157564379E+017,9.41787047651294E+016,898809278964579,,,
1582848,6.34336907746163E+017,,,,3.67928220239295E+017,9.47993291020749E+016,899332497081836,,,,,,
1584240,,6.31872425036878E+017,,,,,,3.66461255666531E+017,9.41802689030774E+016,898809278964579,,,
1584576,6.34409087092004E+017,,,,3.67972543542526E+017,9.48009377057927E+016,899332497081836,,,,,,
1585920,,6.31942528486841E+017,,,,,,3.66504308672985E+017,9.4181831405541E+016,898809278964579,,,
1586304,6.34481179911295E+017,,,,3.68016819143253E+017,9.48025445794853E+016,899332497081836,,,,,,
1587600,,6.32012550247654E+017,,,,,,3.66547316628031E+017,9.41833922741264E+016,898809278964579,,,
1588032,6.34553186327978E+017,,,,3.68061047089668E+017,9.48041497249003E+016,899332497081836,,,,,,
1589280,,6.32082490433064E+017,,,,,,3.66590279575936E+017,9.41849515104392E+016,898809278964579,,,
1589760,6.34625106465797E+017,,,,3.6810522742994E+017,9.48057531437846E+016,899332497081836,,,,,,
1590960,,6.3215234915664E+017,,,,,,3.66633197560951E+017,9.41865091160841E+016,898809278964579,,,
1591488,6.34696940448291E+017,,,,3.68149360212214E+017,9.48073548378844E+016,899332497081836,,,,,,
1592640,,6.32222126531771E+017,,,,,,3.66676070627304E+017,9.4188065092665E+016,898809278964579,,,
1593216,6.34768688398801E+017,,,,3.68193445484615E+017,9.48089548089448E+016,899332497081836,,,,,,
1594320,,6.32291822671668E+017,,,,,,3.66718898819203E+017,9.41896194417853E+016,898809278964579,,,
1594944,6.34840350440468E+017,,,,3.68237483295243E+017,9.48105530587102E+016,899332497081836,,,,,,
1596000,,6.32361437689362E+017,,,,,,3.66761682180835E+017,9.41911721650474E+016,898809278964579,,,
1596672,6.34911926696232E+017,,,,3.68281473692174E+017,9.48121495889244E+016,899332497081836,,,,,,
1597680,,6.32430971697708E+017,,,,,,3.66804420756367E+017,9.41927232640532E+016,898809278964579,,,
1598400,6.34983417288836E+017,,,,3.68325416723463E+017,9.48137444013299E+016,899332497081836,,,,,,
1599360,,6.32500424809381E+017,,,,,,3.66847114589944E+017,9.41942727404034E+016,898809278964579,,,
1600128,6.3505482234082E+017,,,,3.68369312437139E+017,9.48153374976687E+016,899332497081836,,,,,,
1601040,,6.32569797136879E+017,,,,,,3.66889763725688E+017,9.41958205956985E+016,898809278964579,,,
1601856,6.3512614197453E+017,,,,3.68413160881208E+017,9.48169288796818E+016,899332497081836,,,,,,
1602720,,6.32639088792522E+017,,,,,,3.66932368207704E+017,9.41973668315378E+016,898809278964579,,,
1603584,6.35197376312108E+017,,,,3.68456962103651E+017,9.48185185491092E+016,899332497081836,,,,,,
1604400,,6.32708299888453E+017,,,,,,3.6697492808007E+017,9.41989114495199E+016,898809278964579,,,
1605312,6.35268525475502E+017,,,,3.68500716152426E+017,9.48201065076901E+016,899332497081836,,,,,,
1606080,,6.32777430536639E+017,,,,,,3.67017443386846E+017,9.42004544512427E+016,898809278964579,,,
1607040,6.35339589586459E+017,,,,3.68544423075464E+017,9.48216927571631E+016,899332497081836,,,,,,
1607760,,6.32846480848868E+017,,,,,,3.67059914172068E+017,9.42019958383033E+016,898809278964579,,,
1608768,6.3541056876653E+017,,,,3.68588082920675E+017,9.48232772992653E+016,899332497081836,,,,,,
1609440,,6.32915450936753E+017,,,,,,3.6710234047975E+017,9.42035356122978E+016,898809278964579,,,
1610496,6.3548146313707E+017,,,,3.6863169573594E+017,9.48248601357336E+016,899332497081836,,,,,,
1611120,,6.32984340911731E+017,,,,,,3.67144722353885E+017,9.42050737748217E+016,898809278964579,,,
1612224,6.35552272819233E+017,,,,3.68675261569118E+017,9.48264412683033E+016,899332497081836,,,,,,
1612800,,6.33053150885062E+017,,,,,,3.67187059838442E+017,9.42066103274697E+016,898809278964579,,,
1613952,6.35622997933978E+017,,,,3.6871878046804E+017,9.48280206987093E+016,899332497081836,,,,,,
1614480,,6.33121880967831E+017,,,,,,3.67229352977367E+017,9.42081452718354E+016,898809278964579,,,
1615680,6.35693638602069E+017,,,,3.68762252480514E+017,9.48295984286854E+016,899332497081836,,,,,,
1616160,,6.33190531270947E+017,,,,,,3.67271601814585E+017,9.4209678609512E+016,898809278964579,,,
1617408,6.35764194944072E+017,,,,3.6880567765432E+017,9.48311744599644E+016,899332497081836,,,,,,
1617840,,6.33259101905144E+017,,,,,,3.67313806393995E+017,9.42112103420914E+016,898809278964579,,,
1619136,6.35834667080358E+017,,,,3.68849056037214E+017,9.48327487942781E+016,899332497081836,,,,,,
1619520,,6.33327592980981E+017,,,,,,3.67355966759475E+017,9.42127404711651E+016,898809278964579,,,
1620864,6.359050551311E+017,,,,3.68892387676924E+017,9.48343214333576E+016,899332497081836,,,,,,
1621200,,6.33396004608842E+017,,,,,,3.6739808295488E+017,9.42142689983233E+016,898809278964579,,,
1622592,6.35975359216279E+017,,,,3.68935672621152E+017,9.48358923789329E+016,899332497081836,,,,,,
1622880,,6.33464336898936E+017,,,,,,3.67440155024039E+017,9.42157959251558E+016,898809278964579,,,
1624320,6.36045579455679E+017,,,,3.68978910917576E+017,9.4837461632733E+016,899332497081836,,,,,,
1624560,,6.33532589961301E+017,,,,,,3.67482183010761E+017,9.42173212532511E+016,898809278964579,,,
1626048,6.3611571596889E+017,,,,3.69022102613845E+017,9.4839029196486E+016,899332497081836,,,,,,
1626240,,6.33600763905796E+017,,,,,,3.67524166958826E+017,9.42188449841973E+016,898809278964579,,,
1627776,6.36185768875306E+017,,,,3.6906524775758E+017,9.4840595071919E+016,899332497081836,,,,,,
1627920,,6.33668858842109E+017,,,,,,3.67566106911995E+017,9.42203671195812E+016,898809278964579,,,
1629504,6.36255738294128E+017,,,,3.69108346396379E+017,9.48421592607582E+016,899332497081836,,,,,,
1629600,,6.33736874879757E+017,,,,,,3.67608002914002E+017,9.42218876609891E+016,898809278964579,,,
1631232,6.36325624344364E+017,,,,3.69151398577809E+017,9.48437217647287E+016,899332497081836,,,,,,
1631280,,6.33804812128078E+017,,,,,,3.67649855008558E+017,9.4223406610006E+016,898809278964579,,,
1632960,6.36395427144827E+017,,,,3.69194404349411E+017,9.48452825855546E+016,899332497081836,,,,,,
1632960,,6.33872670696243E+017,,,,,,3.67691663239349E+017,9.42249239682164E+016,898809278964579,,,
1634640,,6.33940450693245E+017,,,,,,3.67733427650036E+017,9.42264397372037E+016,898809278964579,,,
1634688,6.36465146814138E+017,,,,3.69237363758699E+017,9.48468417249592E+016,899332497081836,,,,,,
1636320,,6.34008152227909E+017,,,,,,3.67775148284255E+017,9.42279539185505E+016,898809278964579,,,
1636416,6.36534783470722E+017,,,,3.69280276853158E+017,9.48483991846645E+016,899332497081836,,,,,,
1638000,,6.34075775408886E+017,,,,,,3.67816825185619E+017,9.42294665138384E+016,898809278964579,,,
1638144,6.36604337232815E+017,,,,3.69323143680247E+017,9.48499549663918E+016,899332497081836,,,,,,
1639680,,6.34143320344654E+017,,,,,,3.67858458397713E+017,9.42309775246482E+016,898809278964579,,,
1639872,6.36673808218458E+017,,,,3.69365964287395E+017,9.48515090718611E+016,899332497081836,,,,,,
1641360,,6.34210787143521E+017,,,,,,3.67900047964101E+017,9.42324869525597E+016,898809278964579,,,
1641600,6.36743196545501E+017,,,,3.69408738722005E+017,9.48530615027915E+016,899332497081836,,,,,,
1641600,,,1.81739861785008E+017,,,,,,,,6.9383146916038E+016,2366630339313661,74577559631.401
1643040,,6.34278175913622E+017,,,,,,3.67941593928317E+017,9.42339947991519E+016,898809278964579,,,
1643328,6.36812502331603E+017,,,,3.69451467031449E+017,9.48546122609012E+016,899332497081836,,,,,,
1644720,,6.34345486762923E+017,,,,,,3.67983096333872E+017,9.42355010660026E+016,898809278964579,,,
1645056,6.36881725694229E+017,,,,3.69494149263073E+017,9.48561613479071E+016,899332497081836,,,,,,
1646400,,6.34412719799218E+017,,,,,,3.68024555224252E+017,9.4237005754689E+016,898809278964579,,,
1646784,6.36950866750655E+017,,,,3.69536785464192E+017,9.48577087655253E+016,899332497081836,,,,,,
1648080,,6.3447987513013E+017,,,,,,3.68065970642915E+017,9.42385088667873E+016,898809278964579,,,
1648512,6.37019925617966E+017,,,,3.69579375682094E+017,9.48592545154708E+016,899332497081836,,,,,,
1649760,,6.34546952863111E+017,,,,,,3.68107342633296E+017,9.42400104038725E+016,898809278964579,,,
1650240,6.37088902413054E+017,,,,3.69621919964037E+017,9.48607985994574E+016,899332497081836,,,,,,
1651440,,6.34613953105445E+017,,,,,,3.68148671238801E+017,9.4241510367519E+016,898809278964579,,,
1651968,6.37157797252623E+017,,,,3.6966441835725E+017,9.4862341019198E+016,899332497081836,,,,,,
1653120,,6.34680875964245E+017,,,,,,3.68189956502813E+017,9.42430087593001E+016,898809278964579,,,
1653696,6.37226610253186E+017,,,,3.69706870908934E+017,9.48638817764044E+016,899332497081836,,,,,,
1654800,,6.34747721546453E+017,,,,,,3.68231198468685E+017,9.42445055807881E+016,898809278964579,,,
1655424,6.37295341531067E+017,,,,3.69749277666259E+017,9.48654208727873E+016,899332497081836,,,,,,
1656480,,6.34814489958844E+017,,,,,,3.68272397179748E+017,9.42460008335544E+016,898809278964579,,,
1657152,6.37363991202398E+017,,,,3.69791638676366E+017,9.48669583100565E+016,899332497081836,,,,,,
1658160,,6.34881181308023E+017,,,,,,3.68313552679302E+017,9.42474945191694E+016,898809278964579,,,
1658880,6.37432559383127E+017,,,,3.69833953986366E+017,9.48684940899203E+016,899332497081836,,,,,,
1659840,,6.34947795700424E+017,,,,,,3.68354665010623E+017,9.42489866392026E+016,898809278964579,,,
1660608,6.37501046189007E+017,,,,3.69876223643339E+017,9.48700282140864E+016,899332497081836,,,,,,
1661520,,6.35014333242317E+017,,,,,,3.68395734216961E+017,9.42504771952225E+016,898809278964579,,,
1662336,6.37569451735606E+017,,,,3.69918447694338E+017,9.48715606842611E+016,899332497081836,,,,,,
1663200,,6.350807940398E+017,,,,,,3.68436760341537E+017,9.42519661887967E+016,898809278964579,,,
1664064,6.37637776138303E+017,,,,3.69960626186383E+017,9.48730915021498E+016,899332497081836,,,,,,
1664880,,6.35147178198804E+017,,,,,,3.68477743427545E+017,9.42534536214917E+016,898809278964579,,,
1665792,6.3770601951229E+017,,,,3.70002759166467E+017,9.48746206694567E+016,899332497081836,,,,,,
1666560,,6.35213485825091E+017,,,,,,3.68518683518153E+017,9.42549394948729E+016,898809278964579,,,
1667520,6.37774181972568E+017,,,,3.70044846681547E+017,9.48761481878848E+016,899332497081836,,,,,,
1668240,,6.35279717024258E+017,,,,,,3.68559580656503E+017,9.42564238105051E+016,898809278964579,,,
1669248,6.37842263633954E+017,,,,3.70086888778555E+017,9.48776740591362E+016,899332497081836,,,,,,
1669920,,6.35345871901733E+017,,,,,,3.68600434885706E+017,9.42579065699518E+016,898809278964579,,,
1670976,6.37910264611077E+017,,,,3.70128885504389E+017,9.48791982849118E+016,899332497081836,,,,,,
1671600,,6.35411950562777E+017,,,,,,3.68641246248848E+017,9.42593877747755E+016,898809278964579,,,
1672704,6.37978185018378E+017,,,,3.70170836905918E+017,9.48807208669113E+016,899332497081836,,,,,,
1673280,,6.35477953112484E+017,,,,,,3.68682014788988E+017,9.42608674265378E+016,898809278964579,,,
1674432,6.38046024970113E+017,,,,3.7021274302998E+017,9.48822418068334E+016,899332497081836,,,,,,
1674960,,6.35543879655781E+017,,,,,,3.68722740549155E+017,9.42623455267994E+016,898809278964579,,,
1676160,6.38113784580351E+017,,,,3.7025460392338E+017,9.48837611063757E+016,899332497081836,,,,,,
1676640,,6.35609730297432E+017,,,,,,3.68763423572352E+017,9.42638220771198E+016,898809278964579,,,
1677888,6.38181463962974E+017,,,,3.70296419632893E+017,9.48852787672343E+016,899332497081836,,,,,,
1678320,,6.3567550514203E+017,,,,,,3.68804063901553E+017,9.42652970790575E+016,898809278964579,,,
1679616,6.3824906323168E+017,,,,3.70338190205262E+017,9.48867947911048E+016,899332497081836,,,,,,
1680000,,6.35741204294007E+017,,,,,,3.68844661579705E+017,9.42667705341701E+016,898809278964579,,,
1681344,6.38316582499982E+017,,,,3.703799156872E+017,9.48883091796811E+016,899332497081836,,,,,,
1681680,,6.35806827857624E+017,,,,,,3.68885216649725E+017,9.42682424440141E+016,898809278964579,,,
1683072,6.38384021881205E+017,,,,3.70421596125388E+017,9.48898219346562E+016,899332497081836,,,,,,
1683360,,6.35872375936983E+017,,,,,,3.68925729154504E+017,9.42697128101449E+016,898809278964579,,,
1684800,6.38451381488494E+017,,,,3.70463231566473E+017,9.48913330577219E+016,899332497081836,,,,,,
1685040,,6.35937848636016E+017,,,,,,3.68966199136904E+017,9.42711816341171E+016,898809278964579,,,
1686528,6.38518661434804E+017,,,,3.70504822057074E+017,9.48928425505689E+016,899332497081836,,,,,,
1686720,,6.36003246058493E+017,,,,,,3.69006626639757E+017,9.42726489174841E+016,898809278964579,,,
1688256,6.3858586183291E+017,,,,3.70546367643774E+017,9.48943504148866E+016,899332497081836,,,,,,
1688400,,6.36068568308018E+017,,,,,,3.69047011705867E+017,9.42741146617983E+016,898809278964579,,,
1689984,6.386529827954E+017,,,,3.70587868373127E+017,9.48958566523635E+016,899332497081836,,,,,,
1690080,,6.36133815488031E+017,,,,,,3.69087354378012E+017,9.42755788686109E+016,898809278964579,,,
1691712,6.38720024434683E+017,,,,3.70629324291653E+017,9.48973612646867E+016,899332497081836,,,,,,
1691760,,6.36198987701809E+017,,,,,,3.69127654698936E+017,9.42770415394725E+016,898809278964579,,,
1693440,6.38786986862979E+017,,,,3.7067073544584E+017,9.48988642535421E+016,899332497081836,,,,,,
1693440,,6.36264085052464E+017,,,,,,3.6916791271136E+017,9.42785026759321E+016,898809278964579,,,
